site,"mean_pollen_limitation <- mean(pollen_limitation, na.rm = T)",mean_seed_set
1,0.9473894919439497,53.245160001488195
2,0.9642442667451341,76.62566024711779
3,1.012198004057157,80.51133118571857
5,0.9129897500260007,83.39601905101088
6,0.7778889883180397,72.33985629725089
7,1.206066913134822,50.25338753387534
8,1.2500522042368978,51.65853499869893
