USE_LICENSE_URL,COUNTRY,STATE_PROV,SPEC_LOCALITY,VERBATIM_DATE,DEC_LAT,DEC_LONG,SEX,LIFE_STAGE,GENUS,PHYLORDER,FAMILY
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,North Carolina,"Clingmans Dome, Great Smoky Mountains National Park",[transcribed directly into formatted date fields],35.562872,-83.498496,female,,Myodes,Rodentia,Cricetidae
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,North Carolina,"Clingmans Dome, Great Smoky Mountains National Park",[transcribed directly into formatted date fields],35.562872,-83.498496,female,,Peromyscus,Rodentia,Cricetidae
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,North Carolina,"Clingmans Dome, Great Smoky Mountains National Park",[transcribed directly into formatted date fields],35.562872,-83.498496,female,,Peromyscus,Rodentia,Cricetidae
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,North Carolina,"Clingmans Dome, Great Smoky Mountains National Park",[transcribed directly into formatted date fields],35.562872,-83.498496,unknown,,Blarina,Soricomorpha,Soricidae
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,North Carolina,"Clingmans Dome, Great Smoky Mountains National Park",[transcribed directly into formatted date fields],35.562872,-83.498496,female,,Blarina,Soricomorpha,Soricidae
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,North Carolina,"Clingmans Dome, Great Smoky Mountains National Park",[transcribed directly into formatted date fields],35.562872,-83.498496,unknown,,Blarina,Soricomorpha,Soricidae
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,North Carolina,"Mount Collins, Great Smoky Mountains National Park",[transcribed directly into formatted date fields],35.586206,-83.472939,female,,Sorex,Soricomorpha,Soricidae
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,North Carolina,"Mount Collins, Great Smoky Mountains National Park",[transcribed directly into formatted date fields],35.586206,-83.472939,male,,Peromyscus,Rodentia,Cricetidae
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,North Carolina,"Mount Collins, Great Smoky Mountains National Park",[transcribed directly into formatted date fields],35.586206,-83.472939,female,,Peromyscus,Rodentia,Cricetidae
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by-nc/3.0,United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 6.3 km ENE Frog Mountain, along FR 751",13-Oct-25,35.05764596,-83.46309696,female,adult,Blarina,Soricomorpha,Soricidae
