week,mean_flowers,mean_bees,mean_visitation
11,0.375,NA,NA
12,34.41388888888889,8.668680255691397,0.096174841586019
13,121.96408730158731,6.435622094953519,0.031253986365410547
14,134.14427609427608,11.96477522511984,0.04600443024221976
15,98.03085993867244,16.114067334016184,0.033587080135358494
16,17.329847582972583,12.88256259480738,0.010069794568748612
17,10.01736111111111,7.318656893509556,0.00617283950617284
18,0.8333333333333333,13.689711616278716,0
19,1,20.5,0
20,0,NA,NA
