site,mean_flowers,mean_visitation,mean_temp,total_competitors
1,64.45663124754034,0.02873370713619967,16.205263157894738,44
2,26.834920634920636,0.03578175772689488,17.15714285714286,62
3,30.036952380952382,0.11058110367892976,17.19047619047619,63
4,4.58,0.022222222222222223,18.876190476190477,58
5,41.48769696969697,0.01579831932773109,18.96666666666667,54
6,145.97943722943722,0.024805799950927326,17.538888888888888,29
7,78.43620365142104,0.003355709605709606,16.094736842105263,37
8,44.78159307359307,0.04479823521346013,16.757142857142856,51
