"country","state","locality","date","sex","life_stage","genus","order","family","geometry"
"United States","North Carolina","Roan Mountain, 6.5 mi N, 2 mi E of Bakersville","8/6/78","","","Blarina","Soricomorpha","Soricidae",c(-82.1230316, 36.0155563)
"United States","North Carolina","Roan Mountain, 6.5 mi N, 2 mi E of Bakersville","8/9/78","","","Blarina","Soricomorpha","Soricidae",c(-82.1230316, 36.0155563)
"United States","North Carolina","ROAN MTN.","29-Nov-85","male","","Blarina","Soricomorpha","Soricidae",c(-82.1222, 36.1044)
"United States","North Carolina","ROAN MOUNTAIN","9-Aug-85","male","","Myodes","Rodentia","Cricetidae",c(-82.1222, 36.1044)
"United States","North Carolina","ROAN MOUNTAIN(TOPOTYPE)","before 1 Jan 2005","male","","Myodes","Rodentia","Cricetidae",c(-82.1222, 36.1044)
"United States","North Carolina","ROAN MOUNTAIN","28-Nov-85","male","","Microtus","Rodentia","Cricetidae",c(-82.1222, 36.1044)
"United States","North Carolina","ROAN MOUNTAIN (TOPOTYPE)","28-Nov-85","male","","Blarina","Soricomorpha","Soricidae",c(-82.1222, 36.1044)
"United States","North Carolina","ROAN MOUNTAIN (TOPOTYPE)","29-Nov-85","male","","Blarina","Soricomorpha","Soricidae",c(-82.1222, 36.1044)
"United States","North Carolina","top of Roan Mountain","DY 23 | MO JUN | YR 1963","male","adult","Blarina","Soricomorpha","Soricidae",c(-82.122167, 36.1045)
"United States","North Carolina","Roan Mountain","DY 26 | MO JUN | YR 1963","female","adult","Blarina","Soricomorpha","Soricidae",c(-82.122167, 36.1045)
"United States","North Carolina","top of Roan Mountain","DY 25 | MO JUN | YR 1963","male","adult","Blarina","Soricomorpha","Soricidae",c(-82.122167, 36.1045)
"United States","North Carolina","Roan Mountain; North Carolina-Tennessee stateline on Hwy 261; 2 mi E","DY 25 | MO JUN | YR 1963","male","adult","Clethrionomys","Rodentia","Cricetidae",c(-82.0942, 36.101)
"United States","North Carolina","Roan Mountain, 6 mi N, 3.25 mi E of Bakersville","8/5/78","","","Blarina","Soricomorpha","Soricidae",c(-82.0871658, 36.0155373)
"United States","North Carolina","Roan Mountain, 6 mi N, 3.25 mi E of Bakersville","8/5/78","","","Blarina","Soricomorpha","Soricidae",c(-82.0871658, 36.0155373)
"United States","North Carolina","Roan Mountain, 6 mi N, 3.25 mi E of Bakersville","8/5/78","","","Blarina","Soricomorpha","Soricidae",c(-82.0871658, 36.0155373)
"United States","North Carolina","Roan Mountain, 6 mi N, 3.25 mi E of Bakersville","8/5/78","","","Blarina","Soricomorpha","Soricidae",c(-82.0871658, 36.0155373)
"United States","North Carolina","Roan Mountain, 6 mi N, 3.25 mi E of Bakersville","8/6/78","","","Blarina","Soricomorpha","Soricidae",c(-82.0871658, 36.0155373)
"United States","North Carolina","Roan Mountain, 6 mi N, 3.25 mi E of Bakersville","8/6/78","","","Blarina","Soricomorpha","Soricidae",c(-82.0871658, 36.0155373)
"United States","North Carolina","Roan Mountain, 6 mi N, 3.25 mi E of Bakersville","8/6/78","","","Blarina","Soricomorpha","Soricidae",c(-82.0871658, 36.0155373)
"United States","North Carolina","Roan Mountain, 6 mi N, 3.25 mi E of Bakersville","8/7/78","","","Blarina","Soricomorpha","Soricidae",c(-82.0871658, 36.0155373)
"United States","North Carolina","Roan Mountain, 6 mi N, 3.25 mi E of Bakersville","8/7/78","","","Blarina","Soricomorpha","Soricidae",c(-82.0871658, 36.0155373)
"United States","North Carolina","Roan Mountain, 6 mi N, 3.25 mi E of Bakersville","8/7/78","","","Blarina","Soricomorpha","Soricidae",c(-82.0871658, 36.0155373)
"United States","North Carolina","5 mi N Marion","15-Aug-59","female","","Glaucomys","Rodentia","Sciuridae",c(-82.0113, 35.7595)
"United States","North Carolina","Linville Caverns","9/7/51","male","adult","Perimyotis","Chiroptera","Vespertilionidae",c(-81.9443, 35.9132)
"United States","North Carolina","Linville Caverns","6-Apr-47","male","","Perimyotis","Chiroptera","Vespertilionidae",c(-81.9269, 35.8646)
"United States","North Carolina","Linville Caverns","6-Apr-47","male","","Perimyotis","Chiroptera","Vespertilionidae",c(-81.9269, 35.8646)
"United States","North Carolina","Jonas Ridge","18 Oct '61","female","","Sciurus","Rodentia","Sciuridae",c(-81.894833, 35.972628)
"United States","North Carolina","5.5 MI S JONAS RIDGE","10-Aug-85","male","","Peromyscus","Rodentia","Cricetidae",c(-81.8935, 35.8973)
"United States","North Carolina","Sugar Grove, 568 Laurel Creek Road","17-Mar-21","male","adult","Peromyscus","Rodentia","Cricetidae",c(-81.88582, 36.25061)
"United States","North Carolina","Sugar Grove, 568 Laurel Creek Road","17-Mar-21","female","adult","Blarina","Soricomorpha","Soricidae",c(-81.8563, 36.25068)
"United States","North Carolina","Sugar Grove, 568 Laurel Creek Road","18-Mar-21","male","adult","Blarina","Soricomorpha","Soricidae",c(-81.85619, 36.25045)
"United States","North Carolina","Sugar Grove, 568 Laurel Creek Road","17-Mar-21","male","adult","Peromyscus","Rodentia","Cricetidae",c(-81.85619, 36.250551)
"United States","North Carolina","Sugar Grove, 568 Laurel Creek Road","17-Mar-21","female","adult","Peromyscus","Rodentia","Cricetidae",c(-81.85614, 36.25051)
"United States","North Carolina","Sugar Grove, 568 Laurel Creek Road","17-Mar-21","male","adult","Blarina","Soricomorpha","Soricidae",c(-81.85608, 36.25063)
"United States","North Carolina","Sugar Grove, 568 Laurel Creek Road","18-Mar-21","female","","Peromyscus","Rodentia","Cricetidae",c(-81.85578, 36.25077)
"United States","North Carolina","Sugar Grove, 568 Laurel Creek Road","18-Mar-21","male","","Peromyscus","Rodentia","Cricetidae",c(-81.85562, 36.25075)
"United States","North Carolina","Hwy 261, Tennesee State line","DY 25 | MO JUN | YR 1963","male","juvenile","Microtus","Rodentia","Cricetidae",c(-81.8421, 36.4219)
"United States","North Carolina","South Mountains Game Lands, 0.95 km W Bolin Knob Mountain, along US HWY 64","16-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-81.836333, 35.58499801)
"United States","North Carolina","South Mountains Game Lands, 0.95 km W Bolin Knob Mountain, along US HWY 64","16-Jun-20","female","adult","Sigmodon","Rodentia","Cricetidae",c(-81.83610099, 35.58512399)
"United States","North Carolina","South Mountains Game Lands, 0.95 km W Bolin Knob Mountain, along US HWY 64","7-Aug-20","female","adult","Sigmodon","Rodentia","Cricetidae",c(-81.83603201, 35.58543496)
"United States","North Carolina","South Mountains Game Lands, 0.95 km W Bolin Knob Mountain, along US HWY 64","7-Aug-20","female","adult","Sigmodon","Rodentia","Cricetidae",c(-81.83590704, 35.585529)
"United States","North Carolina","South Mountains Game Lands, 0.95 km W Bolin Knob Mountain, along US HWY 64","8-Aug-20","female","adult","Sigmodon","Rodentia","Cricetidae",c(-81.83583604, 35.58568901)
"United States","North Carolina","South Mountains Game Lands, 0.95 km W Bolin Knob Mountain, along US HWY 64","16-Jun-20","male","adult","Sigmodon","Rodentia","Cricetidae",c(-81.83572398, 35.58520798)
"United States","North Carolina","South Mountains Game Lands, 0.95 km W Bolin Knob Mountain, along US HWY 64","16-Jun-20","male","adult","Sigmodon","Rodentia","Cricetidae",c(-81.83565097, 35.58531401)
"United States","North Carolina","South Mountains Game Lands, 0.95 km W Bolin Knob Mountain, along US HWY 64","16-Jun-20","female","subadult","Sigmodon","Rodentia","Cricetidae",c(-81.83563798, 35.58530797)
"United States","North Carolina","South Mountains Game Lands, 0.95 km W Bolin Knob Mountain, along US HWY 64","6-Aug-20","male","adult","Sigmodon","Rodentia","Cricetidae",c(-81.83558802, 35.58581801)
"United States","North Carolina","South Mountains Game Lands, 0.95 km W Bolin Knob Mountain, along US HWY 64","17-Jun-20","female","adult","Sigmodon","Rodentia","Cricetidae",c(-81.83557, 35.58535298)
"United States","North Carolina","South Mountains Game Lands, 0.95 km W Bolin Knob Mountain, along US HWY 64","16-Jun-20","male","adult","Sigmodon","Rodentia","Cricetidae",c(-81.83556103, 35.58541602)
"United States","North Carolina","South Mountains Game Lands, 0.95 km W Bolin Knob Mountain, along US HWY 64","17-Jun-20","female","subadult","Sigmodon","Rodentia","Cricetidae",c(-81.83546296, 35.58548802)
"United States","North Carolina","South Mountains Game Lands, 0.95 km W Bolin Knob Mountain, along US HWY 64","16-Jun-20","female","adult","Sigmodon","Rodentia","Cricetidae",c(-81.835412, 35.58559204)
"United States","North Carolina","South Mountains Game Lands, 0.95 km W Bolin Knob Mountain, along US HWY 64","6-Aug-20","female","adult","Sigmodon","Rodentia","Cricetidae",c(-81.835095, 35.58571097)
"United States","North Carolina","South Mountains Game Lands, 0.95 km W Bolin Knob Mountain, along US HWY 64","7-Aug-20","male","subadult","Sigmodon","Rodentia","Cricetidae",c(-81.835095, 35.58571097)
"United States","North Carolina","South Mountains Game Lands, 0.95 km W Bolin Knob Mountain, along US HWY 64","8-Aug-20","female","subadult","Sigmodon","Rodentia","Cricetidae",c(-81.83507899, 35.58570201)
"United States","North Carolina","South Mountains Game Lands, 0.95 km W Bolin Knob Mountain, along US HWY 64","6-Aug-20","male","adult","Sigmodon","Rodentia","Cricetidae",c(-81.83506398, 35.58566404)
"United States","North Carolina","South Mountains Game Lands, 0.95 km W Bolin Knob Mountain, along US HWY 64","17-Jun-20","male","subadult","Peromyscus","Rodentia","Cricetidae",c(-81.83505996, 35.58568901)
"United States","North Carolina","South Mountains Game Lands, 0.95 km W Bolin Knob Mountain, along US HWY 64","8-Aug-20","male","adult","Sigmodon","Rodentia","Cricetidae",c(-81.835053, 35.585686)
"United States","North Carolina","South Mountains Game Lands, 0.95 km W Bolin Knob Mountain, along US HWY 64","17-Jun-20","female","adult","Peromyscus","Rodentia","Cricetidae",c(-81.83492401, 35.58554904)
"United States","North Carolina","South Mountains Game Lands, 0.95 km W Bolin Knob Mountain, along US HWY 64","8-Aug-20","male","juvenile","Sigmodon","Rodentia","Cricetidae",c(-81.83478503, 35.585082)
"United States","North Carolina","South Mountains Game Lands, 0.95 km W Bolin Knob Mountain, along US HWY 64","8-Aug-20","male","juvenile","Sigmodon","Rodentia","Cricetidae",c(-81.834765, 35.58513396)
"United States","North Carolina","Grand Father Mts., Black Rock Cliffs Cave","15-Feb-87","female","","Corynorhinus","Chiroptera","Vespertilionidae",c(-81.8153, 36.094)
"United States","North Carolina","Grandfather Mountain","13-Apr-52","male","","Blarina","Soricomorpha","Soricidae",c(-81.8125, 36.1114)
"United States","North Carolina","LAUREL CREEK RD., 1/4MI S JUNCTION 321, SUGAR GROV","8-Aug-95","female","","Peromyscus","Rodentia","Cricetidae",c(-81.7883, 36.2503)
"United States","North Carolina","LAUREL CREEK RD., 1/4MI S JUNCTION 321, SUGAR GROV","8-Aug-95","female","","Peromyscus","Rodentia","Cricetidae",c(-81.7883, 36.2503)
"United States","North Carolina","LAUREL CREEK RD., 1/4MI S JUNCTION 321, SUGAR GROV","8-Aug-95","female","","Peromyscus","Rodentia","Cricetidae",c(-81.7883, 36.2503)
"United States","North Carolina","LAUREL CREEK RD., 1/4MI S JUNCTION 321, SUGAR GROV","8-Aug-95","male","","Peromyscus","Rodentia","Cricetidae",c(-81.7883, 36.2503)
"United States","North Carolina","0.9 mi from Watauga Co. and 1.2 mi from Avery Co. by Rte. 221 , Grandfather Mountain State Park","13-Apr-52","male","","Peromyscus","Rodentia","Cricetidae",c(-81.782015, 36.107579)
"United States","North Carolina","0.9 mi from Watauga Co. and 1.2 mi from Avery Co. by Rte. 221 , Grandfather Mountain State Park","13-Apr-52","female","","Peromyscus","Rodentia","Cricetidae",c(-81.782015, 36.107579)
"United States","North Carolina","Valle Crucis","18-Mar-21","female","adult","Peromyscus","Rodentia","Cricetidae",c(-81.77575, 36.20830556)
"United States","North Carolina","South Mountains Game Lands, 0.63 km W of Huckleberry Mountain, along Old CC Road","6-Aug-20","male","adult","Napaeozapus","Rodentia","Dipodidae",c(-81.73968103, 35.54636498)
"United States","North Carolina","South Mountains Game Lands, 0.63 km W of Huckleberry Mountain, along Old CC Road","17-Jun-20","female","adult","Peromyscus","Rodentia","Cricetidae",c(-81.73958003, 35.54640798)
"United States","North Carolina","South Mountains Game Lands, 0.63 km W of Huckleberry Mountain, along Old CC Road","7-Aug-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-81.739244, 35.54547901)
"United States","North Carolina","South Mountains Game Lands, 0.63 km W of Huckleberry Mountain, along Old CC Road","17-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-81.73893403, 35.54625199)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","16-Jun-20","female","subadult","Peromyscus","Rodentia","Cricetidae",c(-81.738814, 35.55274604)
"United States","North Carolina","South Mountains Game Lands, 0.63 km W of Huckleberry Mountain, along Old CC Road","17-Jun-20","female","adult","Peromyscus","Rodentia","Cricetidae",c(-81.73870596, 35.54621997)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","16-Jun-20","female","adult","Blarina","Soricomorpha","Soricidae",c(-81.73864997, 35.55286699)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","16-Jun-20","female","adult","Peromyscus","Rodentia","Cricetidae",c(-81.73844503, 35.55282902)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","6-Aug-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-81.73843103, 35.55243004)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","6-Aug-20","female","adult","Peromyscus","Rodentia","Cricetidae",c(-81.73842098, 35.552553)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","16-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-81.738281, 35.55233801)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","16-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-81.73822903, 35.55332003)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","7-Aug-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-81.73813599, 35.55313898)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","17-Jun-20","female","adult","Peromyscus","Rodentia","Cricetidae",c(-81.73800498, 35.55234396)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","15-Jun-20","female","adult","Peromyscus","Rodentia","Cricetidae",c(-81.73794396, 35.55336496)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","17-Jun-20","female","adult","Peromyscus","Rodentia","Cricetidae",c(-81.73785897, 35.55245603)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","17-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-81.737763, 35.552523)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","15-Jun-20","female","adult","Peromyscus","Rodentia","Cricetidae",c(-81.73761497, 35.55351399)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","15-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-81.73755999, 35.55373996)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","15-Jun-20","female","adult","Peromyscus","Rodentia","Cricetidae",c(-81.73744599, 35.55419904)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","16-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-81.737433, 35.55440297)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","16-Jun-20","female","adult","Peromyscus","Rodentia","Cricetidae",c(-81.73733401, 35.554019)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","16-Jun-20","female","subadult","Peromyscus","Rodentia","Cricetidae",c(-81.73728003, 35.55434003)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","16-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-81.73702, 35.55502)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","17-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-81.73696403, 35.55519196)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","6-Aug-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-81.73628904, 35.55569203)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","17-Jun-20","female","adult","Peromyscus","Rodentia","Cricetidae",c(-81.73616197, 35.55599302)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","16-Jun-20","female","adult","Ochrotomys","Rodentia","Cricetidae",c(-81.73610003, 35.55594801)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","16-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-81.73603096, 35.55592496)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","16-Jun-20","male","adult","Blarina","Soricomorpha","Soricidae",c(-81.73582401, 35.55585497)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","6-Aug-20","female","adult","Peromyscus","Rodentia","Cricetidae",c(-81.73466303, 35.56461096)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","6-Aug-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-81.73458701, 35.56428197)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","16-Jun-20","female","adult","Peromyscus","Rodentia","Cricetidae",c(-81.734326, 35.56409203)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","15-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-81.73410899, 35.56395197)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","16-Jun-20","female","adult","Peromyscus","Rodentia","Cricetidae",c(-81.73310601, 35.56330699)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","16-Jun-20","female","subadult","Peromyscus","Rodentia","Cricetidae",c(-81.73308296, 35.56332702)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","16-Jun-20","male","subadult","Peromyscus","Rodentia","Cricetidae",c(-81.73300803, 35.56328402)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","6-Aug-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-81.73273, 35.56321)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","16-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-81.73248801, 35.56274699)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","16-Jun-20","female","adult","Peromyscus","Rodentia","Cricetidae",c(-81.73171604, 35.56227802)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","17-Jun-20","female","adult","Peromyscus","Rodentia","Cricetidae",c(-81.73169701, 35.56221399)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","15-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-81.73169299, 35.56233603)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","15-Jun-20","female","adult","Peromyscus","Rodentia","Cricetidae",c(-81.73165401, 35.56210896)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","16-Jun-20","female","adult","Peromyscus","Rodentia","Cricetidae",c(-81.73118899, 35.56182004)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","16-Jun-20","male","subadult","Peromyscus","Rodentia","Cricetidae",c(-81.731149, 35.561986)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","16-Jun-20","female","subadult","Peromyscus","Rodentia","Cricetidae",c(-81.73045197, 35.56190503)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","15-Jun-20","female","adult","Peromyscus","Rodentia","Cricetidae",c(-81.73036102, 35.56178902)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","16-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-81.730285, 35.56184803)
"United States","North Carolina","South Mountains Game Lands, 2.4 km N of Huckleberry Mountain, along Old CC Road","16-Jun-20","male","adult","Peromyscus","Rodentia","Cricetidae",c(-81.73014896, 35.56167796)
"United States","North Carolina","South Mountains Headwater Preserve","22-Apr-19","male","","Spilogale","Carnivora","Mephitidae",c(-81.701413, 35.596421)
"United States","North Carolina","South Mountains Headwater Preserve","22-Apr-19","male","","Spilogale","Carnivora","Mephitidae",c(-81.618034, 35.641891)
"United States","North Carolina","Sturgill Tree Farms, LLC","","male","adult","Sylvilagus","Lagomorpha","Leporidae",c(-81.42220864, 36.40127864)
"United States","North Carolina","2204 Charlotte Drive, Charlotte","24-Apr-06","male","","Rattus","Rodentia","Muridae",c(-80.8488, 35.1991)
"United States","North Carolina","Jet Mitchel River and Rte 77","6/18/88","female","","Sylvilagus","Lagomorpha","Leporidae",c(-80.84039, 36.396046)
"United States","North Carolina","Bethabara","9-Jan-62","male","","Sigmodon","Rodentia","Cricetidae",c(-80.3386, 36.1831)
"United States","North Carolina","Bethabara","9-Jan-62","male","","Cryptotis","Soricomorpha","Soricidae",c(-80.3386, 36.1831)
"United States","North Carolina","Bethabara","9-Jan-62","male","","Microtus","Rodentia","Cricetidae",c(-80.3386, 36.1831)
"United States","North Carolina","Winston Salem [Reynolda Estate]","10-Jul-62","male","","Blarina","Soricomorpha","Soricidae",c(-80.3122, 36.1167)
"United States","North Carolina","Wake Forest College campus, Winston, Salem","11-Jan-61","female","","Microtus","Rodentia","Cricetidae",c(-80.3122, 36.1167)
"United States","North Carolina","Wake Forest College campus, Winston-Salem","4-Jan-61","male","","Peromyscus","Rodentia","Cricetidae",c(-80.3122, 36.1167)
"United States","North Carolina","Wake Forest College campus, Winston-Salem","9-Jan-61","male","","Peromyscus","Rodentia","Cricetidae",c(-80.3122, 36.1167)
"United States","North Carolina","Bethlehem Rd., Winston-Salem","29-Sep-62","male","","Sciurus","Rodentia","Sciuridae",c(-80.3122, 36.1167)
"United States","North Carolina","Winston-Salem","7-Sep-62","male","","Lasiurus","Chiroptera","Vespertilionidae",c(-80.2506, 36.0816)
"United States","North Carolina","Winston-Salem","13-Nov-61","male","","Didelphis","Didelphimorphia","Didelphidae",c(-80.2506, 36.0816)
"United States","North Carolina","Winston-Salem","28-Sep-61","male","","Sylvilagus","Lagomorpha","Leporidae",c(-80.2506, 36.0816)
"United States","North Carolina","Winston-Salem","1-Oct-62","male","","Microtus","Rodentia","Cricetidae",c(-80.2506, 36.0816)
"United States","North Carolina","4 mi S, 5 mi W of Winston-Salem","6/18/78","","","Blarina","Soricomorpha","Soricidae",c(-80.2466736, 36.0255966)
"United States","North Carolina","WINSTON SALEM","5-Jul-73","female","","Blarina","Soricomorpha","Soricidae",c(-80.2444, 36.0997)
"United States","North Carolina","Walkertown","19-Sep-61","female","","Blarina","Soricomorpha","Soricidae",c(-80.1536, 36.1761)
"United States","North Carolina","36.0251, -80.0582","12-Oct-13","male","","Odocoileus","Artiodactyla","Cervidae",c(-80.0582, 36.0251)
"United States","North Carolina","36.0251, -80.0582","15-Oct-13","male","","Odocoileus","Artiodactyla","Cervidae",c(-80.0582, 36.0251)
"United States","North Carolina","2 mi W Madison","14-Oct-61","male","","Sciurus","Rodentia","Sciuridae",c(-79.9957, 36.3853)
"United States","North Carolina","Central NC","before 2020","female","","Procyon","Carnivora","Procyonidae",c(-79.8902361, 35.2167419)
"United States","North Carolina","Central NC","before 2020","male","","Sciurus","Rodentia","Sciuridae",c(-79.8902361, 35.2167419)
"United States","North Carolina","No specific locality recorded.","before 2020","female","","Sciurus","Rodentia","Sciuridae",c(-79.8902361, 35.2167419)
"United States","North Carolina","Central NC","before 2020","female","","Urocyon","Carnivora","Canidae",c(-79.8902361, 35.2167419)
"United States","North Carolina","W Greensboro","2-Oct-45","male","","Ochrotomys","Rodentia","Cricetidae",c(-79.8582, 36.0765)
"United States","North Carolina","Pine Croft, West Greensboro","8-Oct-45","male","","Ondatra","Rodentia","Cricetidae",c(-79.8582, 36.0765)
"United States","North Carolina","West Greensboro","2-Oct-45","female","","Peromyscus","Rodentia","Cricetidae",c(-79.8582, 36.0765)
"United States","North Carolina","West Greensboro","2-Oct-45","male","","Peromyscus","Rodentia","Cricetidae",c(-79.8582, 36.0765)
"United States","North Carolina","West Greensboro","2-Oct-45","female","","Peromyscus","Rodentia","Cricetidae",c(-79.8582, 36.0765)
"United States","North Carolina","West Greensboro","3-Oct-45","female","","Peromyscus","Rodentia","Cricetidae",c(-79.8582, 36.0765)
"United States","North Carolina","3832 Green Point Drive, Greensboro NC 27407","27-Apr-22","female","adult","Peromyscus","Rodentia","Cricetidae",c(-79.8566, 36.03998)
"United States","North Carolina","3832 Green Point Drive, Greensboro NC 27407","30-Apr-22","female","adult","Peromyscus","Rodentia","Cricetidae",c(-79.8566, 36.03998)
"United States","North Carolina","2.91 km SE Lake Hamilton, off of W Wendover Avenue","5-Nov-23","female","adult","Blarina","Soricomorpha","Soricidae",c(-79.84127, 36.07038)
"United States","North Carolina","2403 Deverow Place, Greensboro NC 27407","5-Mar-23","female","adult","Rattus","Rodentia","Muridae",c(-79.82925, 36.03356)
"United States","North Carolina","2505 Overbrook Drive, Greensboro NC 27408","31-May-21","female","subadult","Rattus","Rodentia","Muridae",c(-79.82617, 36.10019)
"United States","North Carolina","2505 Overbrook Drive, Greensboro NC 27408","13-Jun-21","female","adult","Rattus","Rodentia","Muridae",c(-79.82617, 36.10019)
"United States","North Carolina","2505 Overbrook Drive, Greensboro NC 27408","7-Jul-22","male","adult","Rattus","Rodentia","Muridae",c(-79.82616, 36.10019)
"United States","North Carolina","1013 Twyckenham Drive, Greensboro NC 27408","16-Apr-21","male","adult","Blarina","Soricomorpha","Soricidae",c(-79.8105, 36.08488)
"United States","North Carolina","1013 Twyckenham Drive, Greensboro NC 27408","1-May-21","male","adult","Peromyscus","Rodentia","Cricetidae",c(-79.8105, 36.08488)
"United States","North Carolina","1013 Twyckenham Drive, Greensboro NC 27408","1-May-21","female","adult","Peromyscus","Rodentia","Cricetidae",c(-79.8105, 36.08488)
"United States","North Carolina","1013 Twyckenham Drive, Greensboro NC, 24408","2-Feb-21","male","adult","Peromyscus","Rodentia","Cricetidae",c(-79.81038, 36.08484)
"United States","North Carolina","1013 Twyckenham Drive, Greensboro NC 27403","7-May-18","unknown","adult","Blarina","Soricomorpha","Soricidae",c(-79.81038, 36.08492)
"United States","North Carolina","3302 Round Hill Road, Greensboro NC, 27408","26-Feb-23","female","adult","Peromyscus","Rodentia","Cricetidae",c(-79.80851, 36.11693)
"United States","North Carolina","3302 Round Hill Road, Greensboro NC, 27408","26-Feb-23","female","adult","Peromyscus","Rodentia","Cricetidae",c(-79.80851, 36.11693)
