"country","state","locality","date","sex","life_stage","genus","order","family","geometry"
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","13-Oct-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44927504, 35.02687499)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","24-Apr-25","male","subadult","Peromyscus","Rodentia","Cricetidae",c(-83.44927504, 35.05987404)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","24-May-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44927101, 35.02725896)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","27-Jan-25","female","adult","Ochrotomys","Rodentia","Cricetidae",c(-83.44926397, 35.06020999)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","24-May-25","male","adult","Sorex","Soricomorpha","Soricidae",c(-83.44917504, 35.02643402)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","27-Jan-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44916901, 35.05940298)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","10-Oct-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44915903, 35.05965502)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","2-Aug-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44915199, 35.05961898)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","10-Oct-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44914696, 35.05969601)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","24-May-25","female","adult","Ochrotomys","Rodentia","Cricetidae",c(-83.44914101, 35.02715402)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","10-Oct-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44914, 35.05973297)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","19-Apr-25","male","subadult","Peromyscus","Rodentia","Cricetidae",c(-83.44912601, 35.05945402)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","23-May-25","unknown","adult","Sorex","Soricomorpha","Soricidae",c(-83.44910899, 35.02472302)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","30-Jul-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44910799, 35.02690097)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","20-Apr-25","female","adult","Ochrotomys","Rodentia","Cricetidae",c(-83.44910799, 35.05953197)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","23-May-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44910103, 35.02703902)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","30-Jul-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44908401, 35.02685697)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","27-Jan-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44907898, 35.05991997)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","27-Jan-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44907898, 35.05991997)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","31-Jul-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44907404, 35.05968201)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","1-Aug-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44906901, 35.05947104)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","22-Apr-25","female","adult","Blarina","Soricomorpha","Soricidae",c(-83.44905702, 35.02654198)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","1-Aug-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44905702, 35.05946802)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","19-Apr-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44903699, 35.05958101)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","19-Apr-25","male","adult","Blarina","Soricomorpha","Soricidae",c(-83.44902903, 35.02655698)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","2-Aug-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44902702, 35.05979701)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","24-Apr-25","male","juvenile","Peromyscus","Rodentia","Cricetidae",c(-83.44901696, 35.02671598)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","29-Jan-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44901503, 35.05971998)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","24-Apr-25","male","juvenile","Peromyscus","Rodentia","Cricetidae",c(-83.44900799, 35.026574)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","22-May-25","female","adult","Blarina","Soricomorpha","Soricidae",c(-83.44900698, 35.026373)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","30-Jul-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44900698, 35.02666603)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","24-Apr-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44899299, 35.02644399)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","19-Apr-25","male","adult","Sorex","Soricomorpha","Soricidae",c(-83.44898896, 35.026402)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","1-Aug-25","female","adult","Sorex","Soricomorpha","Soricidae",c(-83.44898301, 35.02657601)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","26-May-25","female","adult","Microtus","Rodentia","Cricetidae",c(-83.44898201, 35.02663602)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","2-Aug-25","female","adult","Napaeozapus","Rodentia","Dipodidae",c(-83.44896097, 35.05961797)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","31-Jul-25","unknown","adult","Sorex","Soricomorpha","Soricidae",c(-83.44893901, 35.02669302)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","26-May-25","male","adult","Sorex","Soricomorpha","Soricidae",c(-83.44893197, 35.02633402)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","25-May-25","male","adult","Blarina","Soricomorpha","Soricidae",c(-83.44893197, 35.02636302)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","26-May-25","male","adult","Blarina","Soricomorpha","Soricidae",c(-83.44893096, 35.02633603)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","21-Apr-25","female","adult","Sorex","Soricomorpha","Soricidae",c(-83.44893004, 35.02634601)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","23-May-25","male","adult","Sorex","Soricomorpha","Soricidae",c(-83.44892501, 35.02626001)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.36 km SE Albert Mountain, along FR 421-2","1-Aug-25","female","adult","Sorex","Soricomorpha","Soricidae",c(-83.44891998, 35.02623503)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","31-Jul-25","female","subadult","Napaeozapus","Rodentia","Dipodidae",c(-83.44891503, 35.02650803)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","31-Jul-25","female","adult","Sorex","Soricomorpha","Soricidae",c(-83.44890598, 35.026229)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","31-Jul-25","male","adult","Sorex","Soricomorpha","Soricidae",c(-83.44890598, 35.026229)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","23-Apr-25","female","juvenile","Peromyscus","Rodentia","Cricetidae",c(-83.44890598, 35.026474)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","22-May-25","female","adult","Blarina","Soricomorpha","Soricidae",c(-83.44890104, 35.02624501)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","13-Oct-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44889802, 35.05980204)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","31-Jul-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44889701, 35.02680198)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","25-May-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44889098, 35.02682604)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road","29-Jan-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44888402, 35.05965896)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","26-May-25","male","subadult","Peromyscus","Rodentia","Cricetidae",c(-83.44887304, 35.02650401)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","1-Aug-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44887103, 35.02678002)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","23-May-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44886499, 35.02671699)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","1-Aug-25","female","adult","Microtus","Rodentia","Cricetidae",c(-83.44885301, 35.02634098)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","26-May-25","female","adult","Sorex","Soricomorpha","Soricidae",c(-83.44884697, 35.02620704)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","31-Jul-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44884597, 35.02629798)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","30-Jul-25","male","adult","Blarina","Soricomorpha","Soricidae",c(-83.44884203, 35.02625397)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","19-Apr-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.448837, 35.059594)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","26-May-25","male","adult","Sorex","Soricomorpha","Soricidae",c(-83.44883298, 35.02621802)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","1-Aug-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44882904, 35.059637)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","24-Apr-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44882401, 35.02727003)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","31-Jul-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44881202, 35.02641398)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","25-May-25","male","adult","Myodes","Rodentia","Cricetidae",c(-83.448808, 35.02627602)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","23-Apr-25","female","juvenile","Peromyscus","Rodentia","Cricetidae",c(-83.448808, 35.02639001)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","23-Apr-25","male","adult","Sorex","Soricomorpha","Soricidae",c(-83.44880003, 35.02653703)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","23-May-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.448765, 35.02662797)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","1-Aug-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44875301, 35.05964798)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","19-Apr-25","female","adult","Blarina","Soricomorpha","Soricidae",c(-83.44874698, 35.02627803)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","11-Oct-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44874698, 35.02627803)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","11-Oct-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44874698, 35.02627803)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","12-Oct-25","male","adult","Blarina","Soricomorpha","Soricidae",c(-83.44874698, 35.02627803)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","12-Oct-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44874698, 35.02627803)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","23-Apr-25","male","subadult","Peromyscus","Rodentia","Cricetidae",c(-83.448736, 35.02627099)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","26-Jan-25","female","adult","Ochrotomys","Rodentia","Cricetidae",c(-83.44873298, 35.05998996)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","24-Apr-25","male","adult","Blarina","Soricomorpha","Soricidae",c(-83.448707, 35.02624299)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","24-Apr-25","female","juvenile","Peromyscus","Rodentia","Cricetidae",c(-83.44870004, 35.02597502)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","11-Oct-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44863801, 35.02636797)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","13-Oct-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44863801, 35.061148)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","30-Jul-25","male","subadult","Peromyscus","Rodentia","Cricetidae",c(-83.448621, 35.026748)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","24-Apr-25","male","subadult","Peromyscus","Rodentia","Cricetidae",c(-83.44861899, 35.02636403)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","1-Aug-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44861496, 35.05959802)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","23-Apr-25","male","subadult","Microtus","Rodentia","Cricetidae",c(-83.44861002, 35.05988996)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","29-Jan-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44858697, 35.05993598)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road","24-Apr-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44858303, 35.02559901)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","23-May-25","male","subadult","Peromyscus","Rodentia","Cricetidae",c(-83.44858102, 35.02668799)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","1-Aug-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44855302, 35.02667198)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","2-Aug-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44855101, 35.05967304)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","29-Jan-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44854598, 35.06013497)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","24-Apr-25","male","subadult","Peromyscus","Rodentia","Cricetidae",c(-83.44851103, 35.02544403)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","11-Oct-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44838304, 35.02624199)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","25-May-25","male","subadult","Microtus","Rodentia","Cricetidae",c(-83.44834699, 35.02655203)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2","24-Apr-25","female","subadult","Peromyscus","Rodentia","Cricetidae",c(-83.44833098, 35.02633704)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","28-Jan-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.44830198, 35.05980003)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","25-Jan-25","male","adult","Sorex","Soricomorpha","Soricidae",c(-83.44824096, 35.05997797)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","28-Jan-25","male","adult","Blarina","Soricomorpha","Soricidae",c(-83.44706699, 35.06274099)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","30-Jan-26","unknown","subadult","Sorex","Soricomorpha","Soricidae",c(-83.43919303, 35.06393499)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","1-Aug-25","female","adult","Sorex","Soricomorpha","Soricidae",c(-83.43843799, 35.04997803)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 4.18 km ENE Albert Mountain, along FR 751","27-Jan-25","male","adult","Peromyscus","Rodentia","Cricetidae",c(-83.438052, 35.06319797)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","27-Jan-25","female","adult","Sorex","Soricomorpha","Soricidae",c(-83.43679799, 35.05218901)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","27-Jan-25","male","adult","Blarina","Soricomorpha","Soricidae",c(-83.43679799, 35.05225598)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","27-Jan-25","female","adult","Sorex","Soricomorpha","Soricidae",c(-83.43673504, 35.05215397)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","27-Jan-25","male","adult","Sorex","Soricomorpha","Soricidae",c(-83.43652801, 35.05198499)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","27-Jan-25","male","adult","Blarina","Soricomorpha","Soricidae",c(-83.43646104, 35.05283098)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","27-Jan-25","male","adult","Sorex","Soricomorpha","Soricidae",c(-83.43644201, 35.05193101)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751","24-Apr-25","male","adult","Sorex","Soricomorpha","Soricidae",c(-83.43639096, 35.052993)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","22-May-25","female","adult","Sorex","Soricomorpha","Soricidae",c(-83.43631804, 35.053224)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","3-Aug-25","female","adult","Ochrotomys","Rodentia","Cricetidae",c(-83.43631804, 35.053224)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","1-Aug-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.43631804, 35.053224)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","24-May-25","male","adult","Blarina","Soricomorpha","Soricidae",c(-83.43630203, 35.05275797)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","30-Jul-25","female","adult","Sorex","Soricomorpha","Soricidae",c(-83.43627303, 35.05269402)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","27-Jan-25","female","adult","Sorex","Soricomorpha","Soricidae",c(-83.43623498, 35.05280097)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","29-Jan-25","male","adult","Blarina","Soricomorpha","Soricidae",c(-83.43623296, 35.05198801)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","26-Jan-25","male","adult","Sorex","Soricomorpha","Soricidae",c(-83.43621201, 35.05204501)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","29-Jan-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.43617404, 35.05274003)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","29-Jan-25","female","adult","Peromyscus","Rodentia","Cricetidae",c(-83.43617002, 35.05278102)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","26-May-25","unknown","adult","Sorex","Soricomorpha","Soricidae",c(-83.43608201, 35.052965)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","25-Jan-25","female","adult","Sorex","Soricomorpha","Soricidae",c(-83.43604999, 35.05318897)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","27-Jan-25","female","adult","Sorex","Soricomorpha","Soricidae",c(-83.43593197, 35.05288001)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","23-Apr-25","female","adult","Microtus","Rodentia","Cricetidae",c(-83.43581001, 35.05285403)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","24-Apr-25","female","juvenile","Peromyscus","Rodentia","Cricetidae",c(-83.43576198, 35.05305503)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","24-Apr-25","male","adult","Blarina","Soricomorpha","Soricidae",c(-83.43573399, 35.05331998)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","27-Jan-25","male","adult","Sorex","Soricomorpha","Soricidae",c(-83.43564103, 35.05336097)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","24-May-25","female","adult","Microtus","Rodentia","Cricetidae",c(-83.43561203, 35.05298202)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","23-May-25","male","subadult","Sorex","Soricomorpha","Soricidae",c(-83.43558496, 35.05318101)
"United States","North Carolina","Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road","23-Apr-25","male","adult","Sorex","Soricomorpha","Soricidae",c(-83.43556903, 35.05336499)
