USE_LICENSE_URL,COUNTRY,STATE_PROV,SPEC_LOCALITY,VERBATIM_DATE,DEC_LAT,DEC_LONG,SEX,LIFE_STAGE,GENUS,PHYLORDER,FAMILY,MINIMUM_ELEVATION,MAXIMUM_ELEVATION,SPECIES
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by-nc/3.0,United States,Nevada,"head of Lamoille Canyon, Humboldt-Toiyabe National Forest",17-Aug-14,40.611405,-115.370877,female,,Urocitellus,Rodentia,Sciuridae,2620,2620,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,Nevada,"Ruby Mountains, Lamoille Canyon, 2.15 km N, 0.25 km W Favre Peak summit",8/19/06,40.60389,-115.37799,female,adult,Urocitellus,Rodentia,Sciuridae,2712.72,2712.72,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,Nevada,"Ruby Mountains, Long Canyon, 4.30 km S, 2.55 km E confluence of Mahogany and Long creeks",7/28/08,40.50945,-115.44865,male,,Urocitellus,Rodentia,Sciuridae,2810.26,2810.26,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,Nevada,"Ruby Mountains, Favre Lake",7/20/07,40.57341,-115.39924,male,,Urocitellus,Rodentia,Sciuridae,2910.84,2910.84,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,Nevada,"East Humboldt Range, Jerry Crab Spring",6/25/07,40.76699,-115.07339,,,Urocitellus,Rodentia,Sciuridae,1958.34,1958.34,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,Nevada,"Ruby Mountains, Long Canyon, 4.30 km S, 2.55 km E confluence of Mahogany and Long creeks",7/26/08,40.50945,-115.44865,male,,Urocitellus,Rodentia,Sciuridae,2810.26,2810.26,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,Nevada,"Ruby Mountains, Long Canyon, 4.30 km S, 2.55 km E confluence of Mahogany and Long creeks",7/27/08,40.50945,-115.44865,male,,Urocitellus,Rodentia,Sciuridae,2810.26,2810.26,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,Nevada,"Toiyabe Range, Big Creek Canyon, 0.8 km S, 0.2 km E confluence Cottonwood & Big creeks",6/27/10,39.31599,-117.11893,female,,Urocitellus,Rodentia,Sciuridae,2255.52,2255.52,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,Nevada,"Ruby Mountains, Gardner Creek, 0.1 km N, 1.0 km W Secret Pass",6/20/07,40.81894,-115.22308,female,,Urocitellus,Rodentia,Sciuridae,2063.5,2063.5,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,Nevada,"East Humboldt Range, 5.0 km S, 1.5 km W Signal Hill Summit",6/22/07,40.94325,-115.03246,female,,Urocitellus,Rodentia,Sciuridae,1784.3,1784.3,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,Nevada,"Toiyabe Range, Big Creek Canyon, 1.4 km N, 0.1 km W pass between Big Creek and Kingston canyons",7/10/10,39.30549,-117.11863,male,,Urocitellus,Rodentia,Sciuridae,2392.68,2392.68,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,Nevada,"Kershaw-Ryan Recreation Area, 1.75 mi S Caliente",4/19/85,37.58837,-114.52362,,,Urocitellus,Rodentia,Sciuridae,,,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,Nevada,"Toiyabe Range, dividing ridge between Big Creek and Kingston canyons",7/14/10,39.29139,-117.116,female,,Urocitellus,Rodentia,Sciuridae,2682.24,2682.24,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,Nevada,"Ruby Mountains, Lamoille Creek, 1.0 km N, 1.25 km W Favre Peak summit",8/11/07,40.59416,-115.38976,female,,Urocitellus,Rodentia,Sciuridae,2949.24,2949.24,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,Nevada,"Ruby Mountains, Lamoille Creek, 1.0 km N, 1.25 km W Favre Peak summit",8/12/07,40.59416,-115.38976,female,,Urocitellus,Rodentia,Sciuridae,2949.24,2949.24,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,Nevada,"2 mi N, 2.75 mi W Saval Ranch, T40N, R53E, NW 1/4 sec 25",7/24/80,41.332,-115.96,female; female,,Urocitellus,Rodentia,Sciuridae,2316.48,2316.48,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,Nevada,"Stump Creek, 1.75 mi N, 8 mi W Haystack Ranch",7/15/80,41.3801,-115.9185,male; male,,Urocitellus,Rodentia,Sciuridae,,,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,Nevada,"Pine Forest Range, vicinity of Onion Valley Reservoir, 3.15 km N, 1.31 km W Duffer Peak summit",6/30/12,41.69051,-118.74519,female,,Urocitellus,Rodentia,Sciuridae,2162.86,2162.86,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,Nevada,"Ruby Mountains, Lamoille Canyon, 2.15 km N, 0.25 km W Favre Peak summit",7/9/13,40.60389,-115.27799,female,,Urocitellus,Rodentia,Sciuridae,2712.72,2712.72,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,Nevada,"Ruby Mountains, Lamoille Canyon, 2.15 km N, 0.25 km W Favre Peak summit",7/9/13,40.60389,-115.27799,female,,Urocitellus,Rodentia,Sciuridae,2712.72,2712.72,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,Nevada,"Pine Forest Range, vicinity of Onion Valley Reservoir, 3.15 km N, 1.31 km W Duffer Peak summit",6/30/12,41.69051,-118.74519,female,,Urocitellus,Rodentia,Sciuridae,2162.86,2162.86,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,Nevada,"Ruby Mountains, Lamoille Canyon, 2.15 km N, 0.25 km W Favre Peak summit",7/12/13,40.60389,-115.27799,female,,Urocitellus,Rodentia,Sciuridae,2712.72,2712.72,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,Nevada,"Ruby Mountains, Lamoille Canyon, 2.15 km N, 0.25 km W Favre Peak summit",7/9/13,40.60389,-115.27799,female,,Urocitellus,Rodentia,Sciuridae,2712.72,2712.72,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,Nevada,"Ruby Mountains, Lamoille Canyon, 2.15 km N, 0.25 km W Favre Peak summit",7/10/13,40.60389,-115.27799,female,,Urocitellus,Rodentia,Sciuridae,2712.72,2712.72,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,Nevada,"Ruby Mountains, Lamoille Canyon, 2.15 km N, 0.25 km W Favre Peak summit",7/10/13,40.60389,-115.27799,female,,Urocitellus,Rodentia,Sciuridae,2712.72,2712.72,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,Nevada,"Ruby Mountains, Lamoille Creek, 1.0 km N, 1.25 km W Favre Peak summit",7/14/13,40.59416,-115.38976,female,,Urocitellus,Rodentia,Sciuridae,2949.24,2949.24,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,Nevada,"Ruby Mountains, Dollar Lakes, 0.725 km N, 1.1 km W Favre Peak summit",7/15/13,40.59159,-115.38762,male,,Urocitellus,Rodentia,Sciuridae,2954.43,2954.43,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,Nevada,"Ruby Mountains, Lamoille Canyon, 2.15 km N, 0.25 km W Favre Peak summit",7/11/13,40.60389,-115.27799,female,,Urocitellus,Rodentia,Sciuridae,2712.72,2712.72,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,Nevada,"Ruby Mountains, Lamoille Creek, 1.0 km N, 1.25 km W Favre Peak summit",7/17/13,40.59416,-115.38976,female,,Urocitellus,Rodentia,Sciuridae,2949.24,2949.24,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by-nc/3.0,United States,Nevada,Elko; 50 mi N,DY 26 | MO MAY | YR 1941,41.55711,-115.76222,female,adult,Spermophilus,Rodentia,Sciuridae,,,Spermophilus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by/3.0,United States,Nevada,"Little Valley Research Station, about 24 mi S SW of Reno",7/24/71,40.041573,-119.739082,male,,Urocitellus,Rodentia,Sciuridae,,,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by/3.0,United States,Nevada,"Along Coleman Drive, 1.4 mi NW of Reno",16-Apr-65,39.543981,-119.832407,male,,Urocitellus,Rodentia,Sciuridae,4500,4500,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by/3.0,United States,Nevada,"Along Coleman Drive, 1.4 mi NW of Reno",17-Apr-65,39.543981,-119.832407,female,,Urocitellus,Rodentia,Sciuridae,4500,4500,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by/3.0,United States,Nevada,"Along Franktown Creek, Little Valley, Carson Range",5-Jul-62,39.257812,-119.875,male,,Urocitellus,Rodentia,Sciuridae,6400,6400,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,Nevada,"Pine Forest Range, confluence of Big Creek and north fork Big Creek",29-Jun-17,41.6733,-118.6318,female,adult,Urocitellus,Rodentia,Sciuridae,5025,5025,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,Nevada,"Pine Forest Range, confluence of Big Creek and north fork Big Creek",29-Jun-17,41.6733,-118.6318,male,adult,Urocitellus,Rodentia,Sciuridae,5025,5025,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by/3.0,United States,Nevada,"6 mi S of Fernley, toward Lahontan",4/19/68,39.520999,-119.251835,female,,Urocitellus,Rodentia,Sciuridae,4700,4700,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by/3.0,United States,Nevada,"Tahoe Meadows, Carson Range",19-May-54,39.299075,-119.914356,male,,Urocitellus,Rodentia,Sciuridae,8500,8500,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by/3.0,United States,Nevada,Little Valley,1-May-66,40.041573,-119.739082,female,,Urocitellus,Rodentia,Sciuridae,,,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by/3.0,United States,Nevada,"Big Meadows, 2 mi W Hunter Lake, Carson Range",28-Aug-54,39.416694,-119.937526,female,,Urocitellus,Rodentia,Sciuridae,8700,8700,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by/3.0,United States,Nevada,Junction Hwy 11A and Bull Run Creek,4-Jul-60,41.640157,-116.073244,female,,Urocitellus,Rodentia,Sciuridae,,,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by/3.0,United States,Nevada,1 mi N Jiggs,27-Jun-62,40.43893,-115.658095,female,,Urocitellus,Rodentia,Sciuridae,,,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by/3.0,United States,Nevada,"Lamoille Canyon, 23 mi SE Elko, Ruby Mtns",9-Jul-60,40.596317,-115.451625,female,,Urocitellus,Rodentia,Sciuridae,8900,8900,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by/3.0,United States,Nevada,2.25 mi W and 0.5 mi N of Haystack Ranch,7/4/81,41.145783,-115.357701,unknown,,Urocitellus,Rodentia,Sciuridae,6100,6100,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by/3.0,United States,Nevada,3 mi. E Austin,7-Jul-87,39.493245,-117.013184,female,,Urocitellus,Rodentia,Sciuridae,,,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by-nc/3.0,United States,Nevada,"Big Creek Canyon, 6.98 km N, 3.07 km E Bishop Peak, 41.67481 N, 118.60198 W, 1383 m, Pine Forest Range",19-May-12,41.67481,-118.60198,female,,Urocitellus,Rodentia,Sciuridae,1383,1383,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by-nc/3.0,United States,Nevada,"5.5 km N and 5.2 km W Eureka, 39 33' 49"" N, 116 01' 22"" W, 1880 m",20-Apr-12,39.563611,-116.022778,male,,Urocitellus,Rodentia,Sciuridae,1880,1880,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by-nc/3.0,United States,Nevada,Tule Valley,25-Apr-77,41.300747,-115.702018,female,,Urocitellus,Rodentia,Sciuridae,,,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by-nc/3.0,United States,Nevada,"0.60 km S, 0.30 km E confluence of right and main forks of Lamoille Creek, 40.65523 N, 115.43771 W, 2180 m, Lamoille Canyon",26-Jun-13,40.65523,-115.43771,male,,Urocitellus,Rodentia,Sciuridae,2180,2180,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by-nc/3.0,United States,Nevada,"0.60 km S, 0.30 km E confluence of right and main forks of Lamoille Creek, 40.65523 N, 115.43771 W, 2180 m, Lamoille Canyon",28-Jun-13,40.65523,-115.43771,female,,Urocitellus,Rodentia,Sciuridae,2180,2180,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by-nc/3.0,United States,Nevada,"0.60 km S, 0.30 km E confluence of right and main forks of Lamoille Creek, 40.65523 N, 115.43771 W, 2180 m, Lamoille Canyon",28-Jun-13,40.65523,-115.43771,male,,Urocitellus,Rodentia,Sciuridae,2180,2180,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by-nc/3.0,United States,Nevada,"0.60 km S, 0.30 km E confluence of right and main forks of Lamoille Creek, 40.65523 N, 115.43771 W, 2180 m, Lamoille Canyon",11-Jul-13,40.65523,-115.43771,female,,Urocitellus,Rodentia,Sciuridae,2180,2180,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by-nc/3.0,United States,Nevada,"Thomas Canyon Canpground, 3.15 km E, 3.15 km N Ruby Dome, 40 39' 0.45"" N, 115 24' 18.50"" W, 2307 m",10-Jul-13,40.650125,-115.40514,male,,Urocitellus,Rodentia,Sciuridae,2307,2307,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by-nc/3.0,United States,Nevada,"Little Valley Research Station, approx. 24 mi SSW Reno",24-Jul-71,39.2295781,-119.9407325,male,,Urocitellus,Rodentia,Sciuridae,,,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by-nc/3.0,United States,Nevada,"3 mi SSW Mount Rose, 9000 ft elev.",22-Jul-41,39.3036227,-119.9385658,female,,Urocitellus,Rodentia,Sciuridae,9000,9000,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by/3.0,United States,Nevada,Dog Valley 8 mi up road,19-Apr-68,36.274136,-115.071392,female,,Urocitellus,Rodentia,Sciuridae,4700,4700,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by/3.0,United States,Nevada,Little Valley,14-Apr-43,39.806852,-119.951587,,,Urocitellus,Rodentia,Sciuridae,,,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by/3.0,United States,Nevada,"Snow Creek Drainage, 2.5 mi E of Summit Lake",27-Apr-74,41.492246,-119.001017,female,,Urocitellus,Rodentia,Sciuridae,,,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/publicdomain/zero/1.0,United States,Nevada,"Ophir Creek Crossing, Tahoe Meadow",7/15/56,39.301734,-119.919144,male,,Urocitellus,Rodentia,Sciuridae,8200,8200,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by/3.0,United States,Nevada,"Peterson Creek, Shoshone Mountains",20-Jul-86,39.165781,-117.491662,female,,Urocitellus,Rodentia,Sciuridae,8000,8000,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by/3.0,United States,Nevada,"Peterson Creek, Shoshone Mountains",22-Jul-86,39.165781,-117.491662,female,,Urocitellus,Rodentia,Sciuridae,8000,8000,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by/3.0,United States,Nevada,"War Eagle Canyon, Shoshone Mountains",6-Jul-87,39.12122,-117.546361,female,,Urocitellus,Rodentia,Sciuridae,8400,8400,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by/3.0,United States,Nevada,"Roberts Creek, Roberts Creek Mountains",2-Jul-92,39.846213,-116.298908,female,,Urocitellus,Rodentia,Sciuridae,7900,7900,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by/3.0,United States,Nevada,"War Eagle Canyon, Shoshone Mountains",5-Jul-87,39.12122,-117.546361,female,,Urocitellus,Rodentia,Sciuridae,8400,8400,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by/3.0,United States,Nevada,"War Eagle Canyon, Shoshone Mountains",7-Jul-87,39.12122,-117.546361,female,,Urocitellus,Rodentia,Sciuridae,8400,8400,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by/3.0,United States,Nevada,"Monarch Mine, Spruce Mountain",22-Jul-93,40.556662,-114.834542,male,,Urocitellus,Rodentia,Sciuridae,8200,8200,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by/3.0,United States,Nevada,"Peterson Creek, Shoshone Mountains",20-Jul-86,39.165781,-117.491662,female,,Urocitellus,Rodentia,Sciuridae,8000,8000,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by-nc/3.0,United States,Nevada,1.5 km NNW Spruce Mountain peak,15-Jun-24,40.56543502,-114.823413,female,adult,Urocitellus,Rodentia,Sciuridae,2651.991455,2651.991455,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by-nc/3.0,United States,Nevada,1.5 km NNW Spruce Mountain peak,16-Jun-24,40.56721902,-114.823552,male,juvenile,Urocitellus,Rodentia,Sciuridae,2572.821777,2572.821777,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by-nc/3.0,United States,Nevada,1.5 km NNW Spruce Mountain peak,18-Jun-24,40.56666397,-114.823366,female,adult,Urocitellus,Rodentia,Sciuridae,2550.567139,2550.567139,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by-nc/3.0,United States,Nevada,1.5 km NNW Spruce Mountain peak,18-Jun-24,40.56564004,-114.823502,male,adult,Urocitellus,Rodentia,Sciuridae,2543.748047,2543.748047,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by-nc/3.0,United States,Nevada,"Humboldt-Toiyabe National Forest, 5 km NE of North Toiyabe Peak, Birch Creek",10-Jul-25,39.39815501,-117.038661,female,adult,Urocitellus,Rodentia,Sciuridae,2152.848145,2152.848145,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by/3.0,United States,Nevada,34 mi NW of McDermitt,,,,,,Urocitellus,Rodentia,Sciuridae,,,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by/3.0,United States,Nevada,34 mi NW of McDermitt,,,,,,Urocitellus,Rodentia,Sciuridae,,,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by/3.0,United States,Nevada,"0.5 mi W of Haystack Ranch, Sheep Creek",,,,,,Urocitellus,Rodentia,Sciuridae,5900,5900,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by/3.0,United States,Nevada,"0.5 mi W of Haystack Ranch, Sheep Creek",,,,,,Urocitellus,Rodentia,Sciuridae,5900,5900,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by/3.0,United States,Nevada,"3 mi N, 5.5 mi E of Mountain City, on Merritt Creek",,,,,,Urocitellus,Rodentia,Sciuridae,,,Urocitellus beldingi
http://arctosdb.org/home/data/; https://creativecommons.org/licenses/by-nc/3.0,United States,Nevada,1.5 km NNW Spruce Mountain peak,17-Jun-24,,,female,juvenile,Urocitellus,Rodentia,Sciuridae,,,Urocitellus beldingi
