COUNTRY,STATE_PROV,SPEC_LOCALITY,VERBATIM_DATE,DEC_LAT,DEC_LONG,DETECTED,NOT_DETECTED,SEX,WEIGHT,LIFE_STAGE,EXAMINED_FOR,NOT_EXAMINED_FOR,SPECIES
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road",27-Jan-25,35.05283098,-83.43646104,ectoparasite; endoparasite,,male,12.1 g,adult,ectoparasite; endoparasite,,Blarina brevicauda
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road",27-Jan-25,35.05193101,-83.43644201,endoparasite,ectoparasite,male,2.8 g,adult,endoparasite,ectoparasite,Sorex cinereus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",24-Apr-25,35.052993,-83.43639096,ectoparasite; endoparasite,,male,10.9 g,adult,ectoparasite; endoparasite,,Sorex fumeus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road",22-May-25,35.053224,-83.43631804,ectoparasite; endoparasite,,female,7.3 g,adult,ectoparasite; endoparasite,,Sorex fumeus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road",3-Aug-25,35.053224,-83.43631804,,ectoparasite; endoparasite,female,25 g,adult,ectoparasite,endoparasite,Ochrotomys nuttalli
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road",1-Aug-25,35.053224,-83.43631804,ectoparasite,endoparasite,female,19.3 g,adult,ectoparasite,endoparasite,Peromyscus leucopus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road",24-May-25,35.05275797,-83.43630203,ectoparasite; endoparasite,,male,18.3 g,adult,ectoparasite; endoparasite,,Blarina brevicauda
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road",30-Jul-25,35.05269402,-83.43627303,ectoparasite; endoparasite,,female,6.4 g,adult,ectoparasite; endoparasite,,Sorex fumeus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road",27-Jan-25,35.05280097,-83.43623498,endoparasite,ectoparasite,female,3.2 g,adult,endoparasite,ectoparasite,Sorex cinereus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road",29-Jan-25,35.05198801,-83.43623296,ectoparasite; endoparasite,,male,18.2 g,adult,ectoparasite; endoparasite,,Blarina brevicauda
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road",26-Jan-25,35.05204501,-83.43621201,ectoparasite; endoparasite,,male,5.5 g,adult,ectoparasite; endoparasite,,Sorex fumeus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road",29-Jan-25,35.05274003,-83.43617404,,ectoparasite; endoparasite,female,16.6 g,adult,ectoparasite,endoparasite,Peromyscus maniculatus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road",29-Jan-25,35.05278102,-83.43617002,ectoparasite,endoparasite,female,30.6 g,adult,ectoparasite,endoparasite,
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road",26-May-25,35.052965,-83.43608201,endoparasite,ectoparasite,unknown,4.7 g,adult,ectoparasite; endoparasite,,Sorex cinereus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road",25-Jan-25,35.05318897,-83.43604999,endoparasite,ectoparasite,female,2.9 g,adult,ectoparasite; endoparasite,,Sorex cinereus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road",27-Jan-25,35.05288001,-83.43593197,endoparasite,ectoparasite,female,3.2 g,adult,endoparasite,ectoparasite,Sorex cinereus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road",23-Apr-25,35.05285403,-83.43581001,ectoparasite,endoparasite,female,23.3 g,adult,ectoparasite,endoparasite,Microtus pinetorum
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road",24-Apr-25,35.05305503,-83.43576198,ectoparasite,endoparasite,female,11.4 g,juvenile,ectoparasite,endoparasite,
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road",24-Apr-25,35.05331998,-83.43573399,ectoparasite; endoparasite,,male,14.1 g,adult,ectoparasite; endoparasite,,Blarina brevicauda
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road",27-Jan-25,35.05336097,-83.43564103,endoparasite,ectoparasite,male,6 g,adult,endoparasite,ectoparasite,Sorex fumeus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road",24-May-25,35.05298202,-83.43561203,ectoparasite,endoparasite,female,16.7 g,adult,ectoparasite,endoparasite,Microtus pinetorum
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road",23-May-25,35.05318101,-83.43558496,ectoparasite; endoparasite,,male,7.8 g,subadult,ectoparasite; endoparasite,,Sorex fumeus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road",23-Apr-25,35.05336499,-83.43556903,ectoparasite; endoparasite,,male,9.2 g,adult,ectoparasite; endoparasite,,Sorex fumeus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road",22-May-25,35.05319903,-83.43554699,ectoparasite; endoparasite,,male,4 g,adult,ectoparasite; endoparasite,,Sorex cinereus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road",22-Apr-25,35.053267,-83.435534,endoparasite,ectoparasite,female,2.8 g,subadult,ectoparasite; endoparasite,,Sorex cinereus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road",27-Jan-25,35.05324303,-83.43550902,endoparasite,ectoparasite,female,15.9 g,adult,endoparasite,ectoparasite,Blarina brevicauda
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road",29-Jan-26,35.05323901,-83.435419,ectoparasite; endoparasite,,male,5 g,adult,ectoparasite; endoparasite,,Sorex cinereus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road",26-May-25,35.05331897,-83.43539402,endoparasite,ectoparasite,male,2.2 g,adult,ectoparasite; endoparasite,,Sorex hoyi
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road",27-Jan-25,35.05329601,-83.43538899,,ectoparasite; endoparasite,male,16.6 g,subadult,,ectoparasite; endoparasite,Peromyscus maniculatus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road",27-Jan-25,35.05335803,-83.43538203,,ectoparasite; endoparasite,male,18.5 g,subadult,,ectoparasite; endoparasite,Peromyscus maniculatus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road",12-Oct-25,35.05323197,-83.43534498,ectoparasite; endoparasite,,male,17.5 g,adult,ectoparasite; endoparasite,,Blarina brevicauda
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road",26-Jan-25,35.05341603,-83.43532998,ectoparasite; endoparasite,,female,2.7 g,adult,ectoparasite; endoparasite,,Sorex cinereus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road",26-Jan-25,35.05340002,-83.43532001,endoparasite,ectoparasite,male,5.1 g,adult,ectoparasite; endoparasite,,Sorex fumeus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.38 km E Albert Mountain, along Ball Creek Road",25-May-25,35.05330296,-83.43523501,ectoparasite; endoparasite,,male,4.3 g,adult,ectoparasite; endoparasite,,Sorex cinereus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 4.18 km ENE Albert Mountain, along FR 751",26-Jan-25,35.06197496,-83.43398703,ectoparasite; endoparasite,,male,14.4 g,adult,ectoparasite; endoparasite,,Blarina brevicauda
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 4.18 km ENE Albert Mountain, along FR 751",29-Jan-25,35.06197496,-83.43398703,ectoparasite,endoparasite,female,50.7 g,subadult,ectoparasite,endoparasite,Rattus norvegicus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 4.18 km ENE Albert Mountain, along FR 751",27-Jan-25,35.06165603,-83.43387497,endoparasite,ectoparasite,female,12 g,adult,endoparasite,ectoparasite,Blarina brevicauda
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 4.18 km ENE Albert Mountain, along FR 751",27-Jan-25,35.06170297,-83.43364396,endoparasite,ectoparasite,male,2.8 g,adult,endoparasite,ectoparasite,Sorex cinereus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",28-Jan-25,35.06151798,-83.43363902,ectoparasite,endoparasite,male,19 g,adult,ectoparasite,endoparasite,Ochrotomys nuttalli
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 4.18 km ENE Albert Mountain, along FR 751",24-May-25,35.06147901,-83.43351999,ectoparasite; endoparasite,,male,14.4 g,adult,ectoparasite; endoparasite,,Blarina brevicauda
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 4.18 km ENE Albert Mountain, along FR 751",28-Jan-25,35.06142503,-83.43343399,ectoparasite,endoparasite,male,69.7 g,adult,ectoparasite,endoparasite,Rattus norvegicus
United States,North Carolina,"NEWFOUNDLAND GAP RD, DEEP CREEK; 35D36'N 83D25'W 4720FT",2-Jun-94,35.5052,-83.4316,,,female,,,,,Peromyscus maniculatus
United States,North Carolina,"NEWFOUNDLAND GAP RD, DEEP CREEK; 35D36'N 83D25'W 4720FT",2-Jun-94,35.5052,-83.4316,,,female,,,,,Peromyscus maniculatus
United States,North Carolina,"NEWFOUNDLAND GAP RD, DEEP CREEK; 35D36'N 83D25'W 4720FT",2-Jun-94,35.5052,-83.4316,,,female,,,,,Peromyscus maniculatus
United States,North Carolina,"NEWFOUNDLAND GAP RD. DEEP CREEK, LINE 8; 35D36'N 83D25'W 4720FT",2-Jun-94,35.5052,-83.4316,,,male,,,,,Peromyscus maniculatus
United States,North Carolina,"NEWFOUNDLAND GAP RD. DEEP CREEK, LINE 7; 35D36'N 83D25'W 4720FT",2-Jun-94,35.5052,-83.4316,,,male,,,,,Peromyscus maniculatus
United States,North Carolina,"NEWFOUNDLAND GAP RD. DEEP CREEK, LINE 8; 35D36'N 83D25'W 4720FT",2-Jun-94,35.5052,-83.4316,,,female,,,,,Peromyscus maniculatus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road",22-Apr-25,35.06105999,-83.43042498,ectoparasite,endoparasite,male,21.7 g,adult,ectoparasite,endoparasite,Peromyscus maniculatus
United States,North Carolina,"Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road",27-Jan-25,35.06105999,-83.43042498,ectoparasite,endoparasite,male,18.6 g,adult,ectoparasite,endoparasite,Peromyscus maniculatus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road",12-Oct-25,35.06105999,-83.43042498,,ectoparasite; endoparasite,female,23.8 g,adult,ectoparasite,endoparasite,Ochrotomys nuttalli
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road",11-Oct-25,35.06105999,-83.43042498,ectoparasite; endoparasite,,female,13.7 g,adult,ectoparasite; endoparasite,,Blarina brevicauda
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road",11-Oct-25,35.06105999,-83.43042498,ectoparasite; endoparasite,,male,14.2 g,adult,ectoparasite; endoparasite,,Blarina brevicauda
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road",11-Oct-25,35.06105999,-83.43042498,,ectoparasite; endoparasite,male,20.25 g,adult,,ectoparasite; endoparasite,
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road",10-Oct-25,35.06112898,-83.43040704,,ectoparasite; endoparasite,male,19.9 g,adult,ectoparasite,endoparasite,Peromyscus maniculatus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road",10-Oct-25,35.06112898,-83.43040704,ectoparasite,endoparasite,male,18.3 g,adult,ectoparasite,endoparasite,Peromyscus maniculatus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road",10-Oct-25,35.06112898,-83.43040704,ectoparasite,endoparasite,female,17.1 g,adult,ectoparasite,endoparasite,Napaeozapus insignis
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",10-Oct-25,35.06112898,-83.43040704,,ectoparasite; endoparasite,male,20.7 g,adult,ectoparasite,endoparasite,Peromyscus maniculatus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",10-Oct-25,35.06112898,-83.43040704,ectoparasite,endoparasite,male,25 g,adult,ectoparasite,endoparasite,Peromyscus maniculatus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",24-Apr-25,35.06125404,-83.4304,,ectoparasite; endoparasite,male,17.6 g,subadult,,ectoparasite; endoparasite,Peromyscus maniculatus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",12-Oct-25,35.06103401,-83.43029003,,ectoparasite; endoparasite,unknown,,,,ectoparasite; endoparasite,
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",12-Oct-25,35.06103401,-83.43029003,ectoparasite; endoparasite,,male,19.9 g,adult,ectoparasite; endoparasite,,Blarina brevicauda
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",23-Apr-25,35.06124004,-83.43023596,ectoparasite,endoparasite,female,21.1 g,adult,ectoparasite,endoparasite,Peromyscus maniculatus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road",13-Oct-25,35.06070703,-83.43020797,ectoparasite,endoparasite,female,21 g,adult,ectoparasite,endoparasite,Peromyscus maniculatus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road",13-Oct-25,35.061148,-83.43020503,ectoparasite,endoparasite,male,8.8 g,juvenile,ectoparasite,endoparasite,Peromyscus maniculatus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road",13-Oct-25,35.061148,-83.43020503,,ectoparasite; endoparasite,male,21 g,adult,,ectoparasite; endoparasite,
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road",13-Oct-25,35.076276,-83.43020503,,ectoparasite; endoparasite,male,16 g,subadult,,ectoparasite; endoparasite,Peromyscus maniculatus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",13-Oct-25,35.09574297,-83.43020503,,ectoparasite; endoparasite,female,6.1 g,juvenile,ectoparasite,endoparasite,
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.72 km ESE Albert Mountain, along Ball Creek Road",2-Aug-25,35.06117298,-83.43019699,ectoparasite,endoparasite,male,17.7 g,adult,ectoparasite,endoparasite,Peromyscus maniculatus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",22-Apr-25,35.06115303,-83.43017997,endoparasite,ectoparasite,female,7.5 g,adult,ectoparasite; endoparasite,,Sorex fumeus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",29-Jan-25,35.06120802,-83.43017796,ectoparasite,endoparasite,male,17 g,adult,ectoparasite,endoparasite,Peromyscus maniculatus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road",13-Oct-25,35.060342,-83.43009196,ectoparasite; endoparasite,,female,8.3 g,subadult,ectoparasite; endoparasite,,Blarina brevicauda
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road",2-Aug-25,35.06030596,-83.43006698,,ectoparasite; endoparasite,male,19 g,adult,,ectoparasite; endoparasite,Peromyscus leucopus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road",1-Aug-25,35.06022298,-83.42999901,ectoparasite,endoparasite,male,20.7 g,adult,ectoparasite,endoparasite,Peromyscus maniculatus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 2.57 km ENE Albert Mountain, along FR 751",27-Jan-25,35.06074098,-83.42996598,endoparasite,ectoparasite,female,14.4 g,adult,endoparasite,ectoparasite,Blarina brevicauda
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road",2-Aug-25,35.06023798,-83.429912,,ectoparasite; endoparasite,male,,adult,,ectoparasite; endoparasite,Peromyscus maniculatus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road",12-Oct-25,35.06027101,-83.42984696,,ectoparasite; endoparasite,female,25.4 g,adult,ectoparasite,endoparasite,Ochrotomys nuttalli
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road",2-Aug-25,35.06019004,-83.42980999,ectoparasite,endoparasite,male,62.7 g,adult,ectoparasite,endoparasite,Sigmodon hispidus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road",29-Jan-25,35.06019096,-83.42965996,ectoparasite,endoparasite,female,18.1 g,adult,ectoparasite,endoparasite,
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road",19-Apr-25,35.06019297,-83.42961403,,ectoparasite; endoparasite,male,8.75 g,juvenile,,ectoparasite; endoparasite,
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road",13-Oct-25,35.06027302,-83.42955996,ectoparasite,endoparasite,male,135.5 g,adult,ectoparasite,endoparasite,Rattus norvegicus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 3.84 km SE Albert Mountain, along FR 421-2",31-Jul-25,35.06026296,-83.42947204,,ectoparasite; endoparasite,female,14.75 g,subadult,,ectoparasite; endoparasite,Peromyscus leucopus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road",13-Oct-25,35.06032297,-83.42944597,ectoparasite,endoparasite,female,20.6 g,adult,ectoparasite,endoparasite,Ochrotomys nuttalli
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road",1-Aug-25,35.06015902,-83.42944102,,ectoparasite; endoparasite,male,19.5 g,adult,,ectoparasite; endoparasite,
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road",2-Aug-25,35.06011996,-83.42943599,ectoparasite,endoparasite,female,18.4 g,adult,ectoparasite,endoparasite,Peromyscus maniculatus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road",2-Aug-25,35.06019196,-83.42941797,,ectoparasite; endoparasite,female,16.8 g,adult,ectoparasite,endoparasite,Peromyscus maniculatus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road",27-Jan-25,35.060212,-83.42934396,ectoparasite,endoparasite,male,18.4 g,adult,ectoparasite,endoparasite,Peromyscus leucopus
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road",28-Jan-25,35.06015601,-83.42932502,ectoparasite,endoparasite,male,25.7 g,adult,ectoparasite,endoparasite,
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road",27-Jan-25,35.06085799,-83.42924204,,ectoparasite; endoparasite,male,21.3 g,adult,ectoparasite,endoparasite,
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road",28-Jan-25,35.06011602,-83.429135,,ectoparasite; endoparasite,male,20.2 g,adult,ectoparasite,endoparasite,
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road",23-Apr-25,35.06059002,-83.429107,ectoparasite,endoparasite,female,24.7 g,adult,ectoparasite,endoparasite,
United States,North Carolina,"Nantahala National Forest, Coweeta Hydrological Laboratory, 4.51 km ENE Albert Mountain, along Ball Creek Road",27-Jan-25,35.06080401,-83.42909896,,ectoparasite; endoparasite,female,21.7 g,adult,ectoparasite,endoparasite,Peromyscus leucopus
United States,North Carolina,"GREAT SMOKY MTS. NATL PARK.  35D36'N, 83D25'W.; 35D36'N 83D25'W",2-Jun-94,35.6,-83.4167,,,female,,,,,Peromyscus maniculatus
United States,North Carolina,"Great Smoky Mt. Natl Pk.  35D36'N, 83D25'W.",2-Jun-94,35.6,-83.4167,,,female,,,,,Sorex cinereus
United States,North Carolina,"Great Smoky Mt. Natl Pk.  35D36'N, 83D25'W.",2-Jun-94,35.6,-83.4167,,,male,,,,,Napaeozapus insignis
United States,North Carolina,"Mount Kephart, Great Smoky Mountains National Park",[transcribed directly into formatted date fields],35.630929,-83.389602,,,male,,,,,Sorex cinereus
United States,North Carolina,"Mount Kephart, Great Smoky Mountains National Park",[transcribed directly into formatted date fields],35.630929,-83.389602,,,male,16.45 g,,,,Peromyscus maniculatus
United States,North Carolina,"Mount Kephart, Great Smoky Mountains National Park",[transcribed directly into formatted date fields],35.630929,-83.389602,,,female,10.55 g,,,,Sorex fumeus
United States,North Carolina,"Mount Kephart, Great Smoky Mountains National Park",[transcribed directly into formatted date fields],35.630929,-83.389602,,,male,22.62 g,,,,Myodes gapperi
United States,North Carolina,"Mount Kephart, Great Smoky Mountains National Park",[transcribed directly into formatted date fields],35.630929,-83.389602,,,male,15.7 g,,,,Blarina brevicauda
United States,North Carolina,"7 miles above Smokemont on Bradley Fork, Great Smoky Mountains National Park",[transcribed directly into formatted date fields],35.641144,-83.327964,,,male,,,,,Microtus chrotorrhinus
United States,North Carolina,"7 miles above Smokemont, Great Smoky Mountains National Park",[transcribed directly into formatted date fields],35.641144,-83.327964,,,female,,,,,Microtus chrotorrhinus
United States,North Carolina,"along Oconaluftee River, Dry Sluice Trail, Smokemont, Great Smoky Mountains National Park",[transcribed directly into formatted date fields],35.553314,-83.309634,,,male,,,,,Blarina brevicauda
United States,North Carolina,"near Smokemont, Oconaluftee River, Great Smoky Mountains National Park",[transcribed directly into formatted date fields],35.553314,-83.309634,,,male,,,,,Tamiasciurus hudsonicus
United States,North Carolina,"Dry Sluice Trail, Greenbrier, Great Smoky Mountains National Park",[transcribed directly into formatted date fields],35.553314,-83.309634,,,male,,,,,Sorex cinereus
United States,North Carolina,"Dry Sluice Trail, Greenbrier, Great Smoky Mountains National Park",[transcribed directly into formatted date fields],35.553314,-83.309634,,,female,,,,,Blarina brevicauda
United States,North Carolina,"Dry Sluice Trail, Greenbrier, Great Smoky Mountains National Park",[transcribed directly into formatted date fields],35.553314,-83.309634,,,female,,,,,Sorex fumeus
United States,North Carolina,"Smokemont, Great Smoky Mountains National Park",[transcribed directly into formatted date fields],35.553432,-83.308486,,,male,,,,,Peromyscus maniculatus
United States,North Carolina,"Smokemont, Great Smoky Mountains National Park",[transcribed directly into formatted date fields],35.553432,-83.308486,,,male,,,,,Peromyscus maniculatus
United States,North Carolina,"Smokemont, Great Smoky Mountains National Park",[transcribed directly into formatted date fields],35.553432,-83.308486,,,male,,,,,Peromyscus maniculatus
United States,North Carolina,"Smokemont, Great Smoky Mountains National Park",[transcribed directly into formatted date fields],35.553432,-83.308486,,,male,,,,,Peromyscus maniculatus
United States,North Carolina,"Smokemont, Great Smoky Mountains National Park",[transcribed directly into formatted date fields],35.553432,-83.308486,,,male,,,,,Peromyscus maniculatus
United States,North Carolina,"Smokemont, Great Smoky Mountains National Park",[transcribed directly into formatted date fields],35.553432,-83.308486,,,male,,,,,Tamiasciurus hudsonicus
United States,North Carolina,"Smokemont, Great Smoky Mountains National Park",[transcribed directly into formatted date fields],35.553432,-83.308486,,,female,,,,,Microtus chrotorrhinus
United States,North Carolina,"Smokemont, Great Smoky Mountains National Park",[transcribed directly into formatted date fields],35.553432,-83.308486,,,female,,,,,Microtus chrotorrhinus
United States,North Carolina,"Smokemont, Great Smoky Mountains National Park",[transcribed directly into formatted date fields],35.553432,-83.308486,,,female,,,,,Sorex cinereus
United States,North Carolina,"Smokemont, Great Smoky Mountains National Park",[transcribed directly into formatted date fields],35.553432,-83.308486,,,unknown,,,,,Tamias striatus
United States,North Carolina,"Smokemont, Great Smoky Mountains National Park",[transcribed directly into formatted date fields],35.553432,-83.308486,,,unknown,,,,,Tamiasciurus hudsonicus
United States,North Carolina,GREAT SMOKY MTNS. PRONG TRAIL; 35D37'N 83D27'W 5272FT,2-Jun-94,35.6377,-83.2803,,,male,,,,,Peromyscus maniculatus
United States,North Carolina,GREAT SMOKY MTNS. PRONG TRAIL; 35D37'N 83D27'W 5272FT,2-Jun-94,35.6377,-83.2803,,,male,,,,,Peromyscus maniculatus
